model_id,model_name,model_type,aro_accession,aro_name,target_resistance_family,drug_classes,resistance_mechanisms,reference_taxa,n_model_sequences,has_snp_data,source,source_url,card_version
2075,Salmonella enterica soxR with mutation conferring antibiotic resistance,protein variant model,3003382,Salmonella enterica soxR with mutation conferring antibiotic resistance,Beta-lactamase,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penicillin beta-lactam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux;antibiotic target alteration,Salmonella enterica subsp. enterica serovar Typhi str. CT18,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2093,Chlamydophila psittaci 16S rRNA mutation conferring resistance to spectinomycin,rRNA gene variant model,3003485,Chlamydophila psittaci 16S rRNA mutation conferring resistance to spectinomycin,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Chlamydia psittaci 6BC,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2143,Borreliella burgdorferi 16S rRNA mutation conferring resistance to gentamicin,rRNA gene variant model,3003504,Borreliella burgdorferi 16S rRNA mutation conferring resistance to gentamicin,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Borreliella burgdorferi,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2132,Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to kanamycin,rRNA gene variant model,3003436,Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to kanamycin,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Mycobacterium tuberculosis H37Rv,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2127,Borreliella burgdorferi 16S rRNA mutation conferring resistance to kanamycin,rRNA gene variant model,3003503,Borreliella burgdorferi 16S rRNA mutation conferring resistance to kanamycin,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Borreliella burgdorferi Bol26,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2154,Borreliella burgdorferi 16S rRNA mutation conferring resistance to spectinomycin,rRNA gene variant model,3003502,Borreliella burgdorferi 16S rRNA mutation conferring resistance to spectinomycin,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Borreliella burgdorferi,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2122,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to neomycin,rRNA gene variant model,3003518,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to neomycin,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Mycobacterium,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2128,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to gentamicin,rRNA gene variant model,3003240,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to gentamicin,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Mycobacteroides abscessus,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2111,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to tobramycin,rRNA gene variant model,3003516,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to tobramycin,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Mycobacterium,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2084,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to amikacin,rRNA gene variant model,3003239,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to amikacin,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Mycobacteroides abscessus,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2105,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to neomycin,rRNA gene variant model,3003238,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to neomycin,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Mycobacteroides abscessus,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2155,Cutibacterium acnes 16S rRNA mutation conferring resistance to tetracycline,rRNA gene variant model,3003499,Cutibacterium acnes 16S rRNA mutation conferring resistance to tetracycline,Beta-lactamase,tetracycline antibiotic,antibiotic target alteration,Cutibacterium acnes,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2100,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to amikacin,rRNA gene variant model,3003514,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to amikacin,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Mycobacterium,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2091,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to gentamicin C,rRNA gene variant model,3003517,Mycobacteroides chelonae 16S rRNA mutation conferring resistance to gentamicin C,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Mycobacterium,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2090,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to kanamycin,rRNA gene variant model,3003236,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to kanamycin,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Mycobacteroides abscessus,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2126,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to tobramycin,rRNA gene variant model,3003237,Mycobacteroides abscessus 16S rRNA mutation conferring resistance to tobramycin,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Mycobacteroides abscessus,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2198,Pseudomonas aeruginosa parE conferring resistance to fluoroquinolones,protein variant model,3003685,Pseudomonas aeruginosa parE conferring resistance to fluoroquinolones,Beta-lactamase,fluoroquinolone antibiotic,antibiotic target alteration,Pseudomonas aeruginosa PAO1,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2136,Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to kanamycin A,rRNA gene variant model,3003399,Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to kanamycin A,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Escherichia coli str. K-12,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2140,Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to streptomycin,rRNA gene variant model,3003405,Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to streptomycin,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Escherichia coli str. K-12,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2146,Escherichia coli 16S rRNA (rrnB) mutation conferring resistance to streptomycin,rRNA gene variant model,3003406,Escherichia coli 16S rRNA (rrnB) mutation conferring resistance to streptomycin,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Escherichia coli str. K-12,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2157,Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to gentamicin C,rRNA gene variant model,3003396,Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to gentamicin C,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Escherichia coli str. K-12,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
1450,Escherichia coli parC conferring resistance to fluoroquinolones,protein variant model,3003308,Escherichia coli parC conferring resistance to fluoroquinolones,Beta-lactamase,fluoroquinolone antibiotic,antibiotic target alteration,Escherichia coli str. K-12 substr. MG1655,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2083,Mycoplasma hominis parC conferring resistance to fluoroquinolones,protein variant model,3003310,Mycoplasma hominis parC conferring resistance to fluoroquinolones,Beta-lactamase,fluoroquinolone antibiotic,antibiotic target alteration,Mycoplasma hominis,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2096,Escherichia coli 16S rRNA (rrsC) mutation conferring resistance to kasugamicin,rRNA gene variant model,3003333,Escherichia coli 16S rRNA (rrsC) mutation conferring resistance to kasugamicin,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Escherichia coli str. K-12,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2145,Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to tetracycline,rRNA gene variant model,3003410,Escherichia coli 16S rRNA (rrsB) mutation conferring resistance to tetracycline,Beta-lactamase,tetracycline antibiotic,antibiotic target alteration,Escherichia coli str. K-12,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2102,Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to hygromycin B,rRNA gene variant model,3003540,Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to hygromycin B,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Mycolicibacterium smegmatis,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2149,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to hygromycin B,rRNA gene variant model,3003539,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to hygromycin B,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Mycolicibacterium smegmatis MC2 155,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2106,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to kanamycin A,rRNA gene variant model,3003543,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to kanamycin A,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Mycolicibacterium smegmatis MC2 155,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2088,Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to streptomycin,rRNA gene variant model,3003541,Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to streptomycin,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Mycolicibacterium smegmatis MC2 155,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2141,Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to neomycin,rRNA gene variant model,3003545,Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to neomycin,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Mycolicibacterium smegmatis MC2 155,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2099,Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to kanamycin A,rRNA gene variant model,3003542,Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to kanamycin A,Beta-lactamase,aminoglycoside antibiotic,antibiotic target alteration,Mycolicibacterium smegmatis MC2 155,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2142,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to viomycin,rRNA gene variant model,3003546,Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to viomycin,Beta-lactamase,nonribosomal peptide antibiotics;peptide antibiotic,antibiotic target alteration,Mycolicibacterium smegmatis MC2 155,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2205,MexJ,protein homolog model,3003692,MexJ,Beta-lactamase,disinfecting agents and antiseptics;macrolide antibiotic;tetracycline antibiotic,antibiotic efflux,Pseudomonas aeruginosa PAO1,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2206,MexK,protein homolog model,3003693,MexK,Beta-lactamase,disinfecting agents and antiseptics;macrolide antibiotic;tetracycline antibiotic,antibiotic efflux,Pseudomonas aeruginosa PAO1,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2207,MexV,protein homolog model,3003030,MexV,Beta-lactamase,disinfecting agents and antiseptics;fluoroquinolone antibiotic;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Pseudomonas aeruginosa PAO1,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2208,MexW,protein homolog model,3003031,MexW,Beta-lactamase,disinfecting agents and antiseptics;fluoroquinolone antibiotic;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Pseudomonas aeruginosa PAO1,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2213,opmE,protein homolog model,3003700,opmE,Beta-lactamase,carbapenem;diaminopyrimidine antibiotic;disinfecting agents and antiseptics;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2216,mexM,protein homolog model,3003704,mexM,Beta-lactamase,phenicol antibiotic,antibiotic efflux,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2217,mexN,protein homolog model,3003705,mexN,Beta-lactamase,phenicol antibiotic,antibiotic efflux,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2191,AAC(6')-Iaj,protein homolog model,3003677,AAC(6')-Iaj,Beta-lactamase,aminoglycoside antibiotic,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2227,VCC-1,protein homolog model,3003713,VCC-1,Beta-lactamase,carbapenem;monobactam;penicillin beta-lactam,antibiotic inactivation,Vibrio cholerae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2228,PEDO-1,protein homolog model,3003670,PEDO-1,Beta-lactamase,carbapenem,antibiotic inactivation,Pedobacter sp. SI-33,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2229,PEDO-2,protein homolog model,3003714,PEDO-2,Beta-lactamase,carbapenem,antibiotic inactivation,Pedobacter sp. ALS-14,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2230,PEDO-3,protein homolog model,3003715,PEDO-3,Beta-lactamase,carbapenem,antibiotic inactivation,Pedobacter sp. Stok-3,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2231,CPS-1,protein homolog model,3003716,CPS-1,Beta-lactamase,carbapenem,antibiotic inactivation,Chryseobacterium sp. Stok-1,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2232,ESP-1,protein homolog model,3003717,ESP-1,Beta-lactamase,carbapenem,antibiotic inactivation,Chryseobacterium sp. Stok-2,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2233,MSI-1,protein homolog model,3003718,MSI-1,Beta-lactamase,carbapenem,antibiotic inactivation,Massilia sp. SB1-3,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2234,MSI-OXA,protein homolog model,3003719,MSI-OXA,Beta-lactamase,carbapenem,antibiotic inactivation,Massilia sp. SB1-3,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2235,SPG-1,protein homolog model,3003720,SPG-1,Beta-lactamase,carbapenem,antibiotic inactivation,Sphingomonas sp. ALS-13,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3452,OXA-288,protein homolog model,3001743,OXA-288,Beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,Acinetobacter sp. CIP 70.18,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3586,FONA-2,protein homolog model,3004789,FONA-2,Beta-lactamase,penicillin beta-lactam,antibiotic inactivation,Serratia fonticola,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
4010,PDC-118,protein homolog model,3005278,PDC-118,Beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2240,vanJ,protein homolog model,3002914,vanJ,Beta-lactamase,glycopeptide antibiotic;nonribosomal peptide antibiotics;peptide antibiotic,antibiotic target alteration,Streptomyces coelicolor A3(2),1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2248,fusD,protein homolog model,3003731,fusD,Beta-lactamase,fusidane antibiotic,antibiotic target protection,Staphylococcus saprophyticus,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3323,QnrS11,protein homolog model,3004624,QnrS11,Beta-lactamase,fluoroquinolone antibiotic,antibiotic target protection,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
4181,ADC-105,protein homolog model,3006285,ADC-105,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2249,LpxA,protein variant model,3003573,LpxA,Beta-lactamase,nonribosomal peptide antibiotics;peptide antibiotic,antibiotic target alteration,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2251,LpxC,protein variant model,3003574,LpxC,Beta-lactamase,nonribosomal peptide antibiotics;peptide antibiotic,antibiotic target alteration,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2257,Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A,protein variant model,3003361,Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A,Beta-lactamase,elfamycin antibiotic,antibiotic target alteration,Planobispora rosea,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2259,mphG,protein homolog model,3003742,mphG,Beta-lactamase,macrolide antibiotic,antibiotic inactivation,Photobacterium damselae subsp. damselae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2224,Pseudomonas aeruginosa oprD with mutation conferring resistance to imipenem,protein variant model,3003686,Pseudomonas aeruginosa oprD with mutation conferring resistance to imipenem,Beta-lactamase,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,reduced permeability to antibiotic,Pseudomonas aeruginosa PAO1,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2241,vanI,protein homolog model,3003723,vanI,Beta-lactamase,glycopeptide antibiotic;nonribosomal peptide antibiotics;peptide antibiotic,antibiotic target alteration,Desulfitobacterium hafniense,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3480,OXA-346,protein homolog model,3001534,OXA-346,Beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3509,OXA-439,protein homolog model,3003595,OXA-439,Beta-lactamase,carbapenem;penicillin beta-lactam,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3539,OXA-477,protein homolog model,3003634,OXA-477,Beta-lactamase,penicillin beta-lactam,antibiotic inactivation,Brachyspira pilosicoli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2260,vatF,protein homolog model,3003744,vatF,Beta-lactamase,streptogramin antibiotic,antibiotic inactivation,Yersinia enterocolitica,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2261,lnuE,protein homolog model,3003762,lnuE,Beta-lactamase,lincosamide antibiotic,antibiotic inactivation,synthetic construct,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2264,oleC,protein homolog model,3003748,oleC,Beta-lactamase,macrolide antibiotic,antibiotic efflux,Streptomyces antibioticus,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2265,salA,protein homolog model,3003749,salA,Beta-lactamase,lincosamide antibiotic;pleuromutilin antibiotic;streptogramin antibiotic,antibiotic target protection,Mammaliicoccus sciuri,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2274,RlmA(II),protein homolog model,3001301,RlmA(II),Beta-lactamase,lincosamide antibiotic;macrolide antibiotic,antibiotic target alteration,Streptococcus pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3311,ACT-38,protein homolog model,3003655,ACT-38,Beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,Citrobacter freundii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3320,QnrS10,protein homolog model,3004622,QnrS10,Beta-lactamase,fluoroquinolone antibiotic,antibiotic target protection,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2139,vanS gene in vanD cluster,protein homolog model,3002934,vanS gene in vanD cluster,Beta-lactamase,glycopeptide antibiotic;nonribosomal peptide antibiotics;peptide antibiotic,antibiotic target alteration,Enterococcus faecium,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2201,PvrR,protein knockout model,3003688,PvrR,Beta-lactamase,aminoglycoside antibiotic;penicillin beta-lactam;tetracycline antibiotic,resistance by absence,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2279,Listeria monocytogenes mprF,protein homolog model,3003770,Listeria monocytogenes mprF,Beta-lactamase,peptide antibiotic,antibiotic target alteration,Listeria monocytogenes EGD-e,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2281,Brucella suis mprF,protein homolog model,3003772,Brucella suis mprF,Beta-lactamase,peptide antibiotic,antibiotic target alteration,Brucella suis 1330,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2282,Clostridium perfringens mprF,protein homolog model,3003773,Clostridium perfringens mprF,Beta-lactamase,peptide antibiotic,antibiotic target alteration,Clostridium perfringens SM101,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2283,Streptococcus agalactiae mprF,protein homolog model,3003774,Streptococcus agalactiae mprF,Beta-lactamase,peptide antibiotic,antibiotic target alteration,Streptococcus agalactiae 2603V/R,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2276,Staphylococcus aureus ileS with mutation conferring resistance to mupirocin,protein variant model,3003729,Staphylococcus aureus ileS with mutation conferring resistance to mupirocin,Beta-lactamase,mupirocin-like antibiotic,antibiotic target alteration,Staphylococcus aureus,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2284,Escherichia coli murA with mutation conferring resistance to fosfomycin,protein variant model,3003775,Escherichia coli murA with mutation conferring resistance to fosfomycin,Beta-lactamase,phosphonic acid antibiotic,antibiotic target alteration,Escherichia coli ATCC 25922,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2290,Mycobacterium tuberculosis intrinsic murA conferring resistance to fosfomycin,protein variant model,3003784,Mycobacterium tuberculosis intrinsic murA conferring resistance to fosfomycin,Beta-lactamase,phosphonic acid antibiotic,antibiotic target alteration,Mycobacterium tuberculosis H37Rv,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3312,Mycoplasma genitalium 23S rRNA mutations confers resistance to fluoroquinolone and macrolide antibiotics,rRNA gene variant model,3004616,Mycoplasma genitalium 23S rRNA mutations confers resistance to fluoroquinolone and macrolide antibiotics,Beta-lactamase,fluoroquinolone antibiotic;macrolide antibiotic,antibiotic target alteration,Mycoplasmoides genitalium G37,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2277,mphM,protein homolog model,3003767,mphM,Beta-lactamase,macrolide antibiotic,antibiotic inactivation,Bacillus thuringiensis,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3365,cmlA8,protein homolog model,3004665,cmlA8,Beta-lactamase,phenicol antibiotic,antibiotic efflux,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2246,vanR gene in vanI cluster,protein homolog model,3003728,vanR gene in vanI cluster,Beta-lactamase,glycopeptide antibiotic;nonribosomal peptide antibiotics;peptide antibiotic,antibiotic target alteration,Desulfitobacterium hafniense Y51,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2243,vanX gene in vanI cluster,protein homolog model,3003725,vanX gene in vanI cluster,Beta-lactamase,glycopeptide antibiotic;nonribosomal peptide antibiotics;peptide antibiotic,antibiotic target alteration,Desulfitobacterium hafniense DCB-2,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2250,fusC,protein homolog model,3003733,fusC,Beta-lactamase,fusidane antibiotic,antibiotic target protection,Staphylococcus aureus subsp. aureus MSSA476,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
651,Staphylococcus aureus mprF,protein variant model,3003769,Staphylococcus aureus mprF,Beta-lactamase,peptide antibiotic,antibiotic target alteration,Staphylococcus aureus,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2252,LpxD,protein variant model,3003575,LpxD,Beta-lactamase,nonribosomal peptide antibiotics;peptide antibiotic,antibiotic target alteration,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2263,optrA,protein homolog model,3003746,optrA,Beta-lactamase,oxazolidinone antibiotic;phenicol antibiotic,antibiotic target protection,Enterococcus faecalis,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2268,eatAv,protein variant model,3003761,eatAv,Beta-lactamase,pleuromutilin antibiotic,antibiotic target protection,Enterococcus faecium,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
4182,ADC-106,protein homolog model,3006286,ADC-106,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2285,Staphylococcus aureus murA with mutation conferring resistance to fosfomycin,protein variant model,3003776,Staphylococcus aureus murA with mutation conferring resistance to fosfomycin,Beta-lactamase,phosphonic acid antibiotic,antibiotic target alteration,Staphylococcus aureus subsp. aureus MRSA252,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3314,ADC-10,protein homolog model,3003855,ADC-10,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3315,ADC-30,protein homolog model,3004617,ADC-30,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3316,ADC-58,protein homolog model,3004618,ADC-58,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3310,ADC-11,protein homolog model,3004615,ADC-11,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii AYE,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2298,SPM-1,protein homolog model,3003793,SPM-1,Beta-lactamase,carbapenem,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3313,ACT-8,protein homolog model,3001831,ACT-8,Beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3317,ADC-59,protein homolog model,3004619,ADC-59,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
2286,Borreliella burgdorferi murA with mutation conferring resistance to fosfomycin,protein variant model,3003777,Borreliella burgdorferi murA with mutation conferring resistance to fosfomycin,Beta-lactamase,phosphonic acid antibiotic,antibiotic target alteration,Borreliella burgdorferi B31,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
