model_id,model_name,model_type,aro_accession,aro_name,target_resistance_family,drug_classes,resistance_mechanisms,reference_taxa,n_model_sequences,has_snp_data,source,source_url,card_version
3944,OXA-544,protein homolog model,3005222,OXA-544,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Pseudomonas aeruginosa,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3945,SHV-194,protein homolog model,3005223,SHV-194,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3946,SHV-220,protein homolog model,3005224,SHV-220,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3947,SHV-210,protein homolog model,3005225,SHV-210,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3948,SHV-208,protein homolog model,3005226,SHV-208,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3949,SHV-206,protein homolog model,3005227,SHV-206,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3950,SHV-226,protein homolog model,3005228,SHV-226,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3951,SHV-196,protein homolog model,3005229,SHV-196,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3952,SHV-211,protein homolog model,3005230,SHV-211,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3953,SHV-219,protein homolog model,3005231,SHV-219,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3954,SHV-199,protein homolog model,3005232,SHV-199,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3955,SHV-227,protein homolog model,3005233,SHV-227,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3956,SHV-223,protein homolog model,3005234,SHV-223,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3957,SHV-214,protein homolog model,3005235,SHV-214,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3958,SHV-207,protein homolog model,3005236,SHV-207,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3959,SHV-1b-b,protein homolog model,3005237,SHV-1b-b,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3960,SHV-218,protein homolog model,3005238,SHV-218,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3961,SHV-193,protein homolog model,3005239,SHV-193,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3962,SHV-224,protein homolog model,3005240,SHV-224,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3963,SHV-225,protein homolog model,3005241,SHV-225,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3964,SHV-209,protein homolog model,3005242,SHV-209,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3965,SHV-215,protein homolog model,3005243,SHV-215,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3966,ADC-181,protein homolog model,3005244,ADC-181,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3967,ADC-182,protein homolog model,3005245,ADC-182,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3968,ADC-183,protein homolog model,3005246,ADC-183,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3969,SHV-228,protein homolog model,3005247,SHV-228,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3970,SHV-200,protein homolog model,3005248,SHV-200,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3971,SHV-203,protein homolog model,3005249,SHV-203,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3972,SHV-217,protein homolog model,3005250,SHV-217,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3973,SHV-213,protein homolog model,3005251,SHV-213,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3974,SHV-221,protein homolog model,3005252,SHV-221,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3975,SHV-202,protein homolog model,3005253,SHV-202,Beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3976,TEM-5,protein homolog model,3000877,TEM-5,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
4239,ADC-171,protein homolog model,3006343,ADC-171,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
4240,ADC-172,protein homolog model,3006344,ADC-172,Beta-lactamase,cephalosporin,antibiotic inactivation,Acinetobacter baumannii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3977,TEM-9,protein homolog model,3000881,TEM-9,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3978,TEM-31,protein homolog model,3000901,TEM-31,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3979,TEM-32,protein homolog model,3000902,TEM-32,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Shigella sonnei,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3980,TEM-35,protein homolog model,3000905,TEM-35,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3981,TEM-36,protein homolog model,3000906,TEM-36,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3982,TEM-37,protein homolog model,3000907,TEM-37,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3983,TEM-39,protein homolog model,3000909,TEM-39,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3985,TEM-210,protein homolog model,3001387,TEM-210,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Escherichia coli,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3986,TEM-212,protein homolog model,3001389,TEM-212,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Providencia stuartii,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
3987,TEM-224,protein homolog model,3005255,TEM-224,Beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,Klebsiella pneumoniae,1,False,CARD latest data archive,https://card.mcmaster.ca/latest/data,4.0.2
