compound,target_class,ecfp4_max_tanimoto,ecfp4_top5_mean,maccs_max_tanimoto,best_ref_molecule,best_ref_pchembl,best_ref_ic50_nm,best_ref_target,best_ref_organism,n_references,ecfp4_2nd_tanimoto,n_refs_above_0.4,n_refs_above_0.5,canonical_smiles,source_file,mw,logp,tpsa,hbd,hba,rotbonds,heavy_atoms,sulfonamide,beta_lactam,hydroxamate,diaminopyrimidine,xanthine,hydrazone,benzimidazole,benzothiazole,aryl_halide,similarity_component,top5_component,maccs_component,sar_bonus,evidence_score,organism_prior,evidence_tier
BI-1,LpxH,0.1842105263157894,0.170845743420252,0.625,CHEMBL5091645,6.91,123.0,CHEMBL5855,E. coli,252,0.1710526315789473,0,0,O=C(CSc1nc2cc(OC(F)F)ccc2[nH]1)Nc1ccccc1,compounds_normalized.sdf,349.3620000000001,3.895100000000002,67.00999999999999,2,4,6,24,0,0,0,0,0,0,0,0,0,0.1531100478468898,0.2018794298227822,0.7500000000000001,0.0,0.23952488137914046,1.0,low
BI-6,LpxH,0.2,0.1836155202821869,0.640625,CHEMBL5653589,9.12,0.753,CHEMBL5855,E. coli,252,0.2,0,0,Cc1cccc(NC(=O)CSc2nc3cc(OC(F)F)ccc3[nH]2)c1,compounds_normalized.sdf,363.389,4.203520000000002,67.01,2,4,6,25,0,0,0,0,0,0,0,0,0,0.18181818181818182,0.23025671173819307,0.7723214285714286,0.0,0.26432148312935344,1.0,low
OX-11,LpxH,0.1553398058252427,0.1511066327826675,0.6923076923076923,CHEMBL3745885,6.2,630.0,CHEMBL5855,E. coli,252,0.1545454545454545,0,0,Cc1cccc(C)c1NC(=O)CSc1nnc(Cn2c(=O)c3c(ncn3C)n(C)c2=O)o1,compounds_normalized.sdf,455.50000000000017,1.21264,129.84,1,8,6,32,0,0,0,0,0,0,0,0,0,0.10061782877316854,0.1580147395170389,0.8461538461538463,0.0,0.21673567618892092,1.0,low
T2Z14,LpxH,0.1578947368421052,0.1436435756297264,0.7037037037037037,CHEMBL4549667,6.0,1000.0,CHEMBL5855,E. coli,252,0.1504424778761062,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Br)cc1,compounds_normalized.sdf,642.4780000000003,2.0883199999999986,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.10526315789473671,0.14143016806605868,0.8624338624338626,0.02,0.2373542003289624,1.0,low
T2Z5,LpxH,0.160377358490566,0.1491570827718419,0.6707317073170732,CHEMBL3672326,7.35,45.0,CHEMBL5855,E. coli,252,0.1485148514851485,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Br)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,541.3910000000003,1.7226999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.10977701543739271,0.15368240615964865,0.8153310104529619,0.02,0.23560876082655277,1.0,low
T2Z6,LpxH,0.1568627450980392,0.153421185827188,0.6506024096385542,CHEMBL3672293,7.24,58.0,CHEMBL5855,E. coli,252,0.1553398058252427,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Cl)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,496.9400000000003,1.6135999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.10338680926916219,0.16315819072708443,0.7865748709122203,0.02,0.23046918295318522,1.0,low
T2Z9,LpxH,0.1607142857142857,0.1436842072202456,0.6829268292682927,CHEMBL4088216,6.0,1000.0,CHEMBL5855,E. coli,252,0.1478260869565217,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Cl)cc1,compounds_normalized.sdf,598.0270000000002,1.9792199999999995,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.11038961038961034,0.14152046048943467,0.8327526132404183,0.02,0.23548781230322655,1.0,low
X1V11,LpxH,0.1688311688311688,0.1598811096701392,0.7361111111111112,CHEMBL3667203,8.74,1.8,CHEMBL5855,E. coli,252,0.1604938271604938,0,0,COc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,362.4360000000001,2.3983,106.67,2,7,5,24,0,0,0,0,0,0,0,0,0,0.12514757969303417,0.17751357704475373,0.9087301587301589,0.0,0.24326170791722934,1.0,low
X1V19,LpxH,0.1688311688311688,0.1441260306720883,0.6857142857142857,CHEMBL3667203,8.74,1.8,CHEMBL5855,E. coli,252,0.1518987341772152,0,0,N#Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,357.4200000000001,2.26138,121.23,2,7,4,24,0,0,0,0,0,0,0,0,0,0.12514757969303417,0.1425022903824184,0.8367346938775511,0.0,0.22370956652375434,1.0,low
X1V20,LpxH,0.1772151898734177,0.1705698159586043,0.7246376811594203,CHEMBL5087398,7.94,11.5,CHEMBL5855,E. coli,252,0.173469387755102,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cccnc3)sc2c1,compounds_normalized.sdf,333.398,1.7846999999999995,110.33,2,7,4,22,0,0,0,0,0,0,0,0,0,0.1403912543153049,0.20126625768578732,0.8923395445134576,0.0,0.25436312325611793,1.0,low
X1V26,LpxH,0.2162162162162162,0.1825866290416332,0.7297297297297297,CHEMBL3667203,8.74,1.8,CHEMBL5855,E. coli,252,0.1785714285714285,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cc(Cl)ccc3O)sc2c1,compounds_normalized.sdf,382.854,2.748700000000001,117.67,3,7,4,24,0,0,0,0,0,0,0,0,1,0.21130221130221125,0.22797028675918488,0.8996138996138997,0.0,0.29758576228298683,1.0,low
X1V9,LpxH,0.1756756756756756,0.1572596934374476,0.7101449275362319,CHEMBL3667203,8.74,1.8,CHEMBL5855,E. coli,252,0.1578947368421052,0,0,Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,346.43700000000007,2.698120000000001,97.44,2,6,4,23,0,0,0,0,0,0,0,0,0,0.13759213759213743,0.17168820763877246,0.8716356107660457,0.0,0.24246346232066868,1.0,low
BI-1,MurA,0.1931818181818181,0.1841557499104668,0.5616438356164384,CHEMBL5220749,4.77,17000.0,CHEMBL1984,E. coli,94,0.1868131868131868,0,0,O=C(CSc1nc2cc(OC(F)F)ccc2[nH]1)Nc1ccccc1,compounds_normalized.sdf,349.3620000000001,3.895100000000002,67.00999999999999,2,4,6,24,0,0,0,0,0,0,0,0,0,0.1694214876033056,0.23145722202325952,0.6594911937377692,0.0,0.24149872836813305,1.0,low
BI-6,MurA,0.1956521739130435,0.1887764030624409,0.5753424657534246,CHEMBL5219288,4.82,15000.0,CHEMBL1984,E. coli,94,0.1914893617021276,0,0,Cc1cccc(NC(=O)CSc2nc3cc(OC(F)F)ccc3[nH]2)c1,compounds_normalized.sdf,363.389,4.203520000000002,67.01,2,4,6,25,0,0,0,0,0,0,0,0,0,0.17391304347826086,0.24172534013875754,0.6790606653620352,0.0,0.24924695657812512,1.0,low
OX-11,MurA,0.1530612244897959,0.1422086044607575,0.6097560975609756,CHEMBL5219585,4.96,11000.0,CHEMBL1984,E. coli,94,0.144578313253012,0,0,Cc1cccc(C)c1NC(=O)CSc1nnc(Cn2c(=O)c3c(ncn3C)n(C)c2=O)o1,compounds_normalized.sdf,455.50000000000017,1.21264,129.84,1,8,6,32,0,0,0,0,0,0,0,0,0,0.0964749536178107,0.13824134324612777,0.7282229965156795,0.0,0.1920312620977892,1.0,low
T2Z14,MurA,0.1858407079646017,0.1514148097379957,0.6075949367088608,CHEMBL5220784,4.68,21000.0,CHEMBL1984,E. coli,94,0.1485148514851485,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Br)cc1,compounds_normalized.sdf,642.4780000000003,2.0883199999999986,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.15607401448109398,0.158699577195546,0.7251356238698012,0.02,0.24648224511990366,1.0,low
T2Z5,MurA,0.1775700934579439,0.1517477642223214,0.5833333333333334,CHEMBL5220784,4.68,21000.0,CHEMBL1984,E. coli,94,0.1547619047619047,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Br)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,541.3910000000003,1.7226999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.14103653355989795,0.1594394760496031,0.6904761904761906,0.02,0.2339495643637783,1.0,low
T2Z6,MurA,0.1851851851851851,0.1784266639571752,0.5949367088607594,CHEMBL5219036,4.8,16000.0,CHEMBL1984,E. coli,94,0.1801801801801801,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Cl)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,496.9400000000003,1.6135999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.15488215488215468,0.2187259199048338,0.7070524412296564,0.02,0.25818042360173427,1.0,low
T2Z9,MurA,0.2083333333333333,0.203920947128635,0.6282051282051282,CHEMBL365523,4.301029995663981,50000.0,CHEMBL1984,E. coli,94,0.2068965517241379,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Cl)cc1,compounds_normalized.sdf,598.0270000000002,1.9792199999999995,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.19696969696969685,0.27537988250807777,0.7545787545787547,0.02,0.3005166322986811,1.0,low
X1V11,MurA,0.2413793103448276,0.2118272042460514,0.4534883720930232,CHEMBL5219614,4.66,22000.0,CHEMBL1984,E. coli,94,0.2105263157894736,0,0,COc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,362.4360000000001,2.3983,106.67,2,7,5,24,0,0,0,0,0,0,0,0,0,0.25705329153605017,0.29294934276900303,0.5049833887043189,0.0,0.27751148976592366,1.0,low
X1V19,MurA,0.1857142857142857,0.1613654430675707,0.4677419354838709,CHEMBL5171747,3.82,151000.0,CHEMBL1984,E. coli,94,0.1595744680851064,0,0,N#Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,357.4200000000001,2.26138,121.23,2,7,4,24,0,0,0,0,0,0,0,0,0,0.15584415584415579,0.18081209570571266,0.5253456221198156,0.0,0.2019269451664784,1.0,low
X1V20,MurA,0.1733333333333333,0.1684694835680751,0.5081967213114754,CHEMBL5172087,3.85,142000.0,CHEMBL1984,E. coli,94,0.1690140845070422,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cccnc3)sc2c1,compounds_normalized.sdf,333.398,1.7846999999999995,110.33,2,7,4,22,0,0,0,0,0,0,0,0,0,0.13333333333333328,0.1965988523735002,0.5831381733021078,0.0,0.20328710575535786,1.0,low
X1V26,MurA,0.2441860465116279,0.2135584044232402,0.4782608695652174,CHEMBL5220418,5.29,5100.0,CHEMBL1984,E. coli,94,0.2386363636363636,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cc(Cl)ccc3O)sc2c1,compounds_normalized.sdf,382.854,2.748700000000001,117.67,3,7,4,24,0,0,0,0,0,0,0,0,1,0.2621564482029598,0.2967964542738671,0.5403726708074535,0.0,0.2863332382910647,1.0,low
X1V9,MurA,0.2183908045977011,0.2121620026591959,0.4677419354838709,CHEMBL5219036,4.8,16000.0,CHEMBL1984,E. coli,94,0.2142857142857142,0,0,Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,346.43700000000007,2.698120000000001,97.44,2,6,4,23,0,0,0,0,0,0,0,0,0,0.21525600835945652,0.2936933392426576,0.5253456221198156,0.0,0.259853182308365,1.0,low
BI-1,MurC,0.2345679012345679,0.2308341850608478,0.5641025641025641,CHEMBL3622702,6.2,630.0,CHEMBL2541,E. coli MurF,167,0.2317073170731707,0,0,O=C(CSc1nc2cc(OC(F)F)ccc2[nH]1)Nc1ccccc1,compounds_normalized.sdf,349.3620000000001,3.895100000000002,67.00999999999999,2,4,6,24,0,0,0,0,0,0,0,0,0,0.24466891133557794,0.33518707791299507,0.6630036630036631,0.0,0.3055817745965872,1.0,low
BI-6,MurC,0.2065217391304347,0.2026389706500714,0.5769230769230769,CHEMBL6149895,5.29,5160.0,CHEMBL2541,E. coli MurF,167,0.2045454545454545,0,0,Cc1cccc(NC(=O)CSc2nc3cc(OC(F)F)ccc3[nH]2)c1,compounds_normalized.sdf,363.389,4.203520000000002,67.01,2,4,6,25,0,0,0,0,0,0,0,0,0,0.19367588932806307,0.27253104588904753,0.6813186813186813,0.0,0.2671685083340956,1.0,low
OX-11,MurC,0.29,0.2703727759114097,0.7532467532467533,CHEMBL5090659,5.0,10000.0,CHEMBL2541,E. coli MurF,167,0.2736842105263158,0,0,Cc1cccc(C)c1NC(=O)CSc1nnc(Cn2c(=O)c3c(ncn3C)n(C)c2=O)o1,compounds_normalized.sdf,455.50000000000017,1.21264,129.84,1,8,6,32,0,0,0,0,0,0,0,0,0,0.3454545454545454,0.4230506131364659,0.933209647495362,0.0,0.4184713731356935,1.0,moderate
T2Z14,MurC,0.2413793103448276,0.2225886931621324,0.7439024390243902,CHEMBL5090659,5.0,10000.0,CHEMBL2541,E. coli MurF,167,0.2293577981651376,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Br)cc1,compounds_normalized.sdf,642.4780000000003,2.0883199999999986,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.25705329153605017,0.3168637625825165,0.9198606271777005,0.02,0.3657216804903093,1.0,moderate
T2Z5,MurC,0.2346938775510204,0.2231635955353015,0.7073170731707317,CHEMBL5075801,5.0,10000.0,CHEMBL2541,E. coli MurF,167,0.2244897959183673,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Br)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,541.3910000000003,1.7226999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.2448979591836734,0.3181413234117811,0.867595818815331,0.02,0.35212368326708166,1.0,moderate
T2Z6,MurC,0.2604166666666667,0.2431438560980892,0.7283950617283951,CHEMBL5075801,5.0,10000.0,CHEMBL2541,E. coli MurF,167,0.25,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Cl)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,496.9400000000003,1.6135999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.2916666666666667,0.3625419024401982,0.8977072310405645,0.02,0.39112489359946756,1.0,moderate
T2Z9,MurC,0.2631578947368421,0.2400318164695571,0.7654320987654321,CHEMBL5090659,5.0,10000.0,CHEMBL2541,E. coli MurF,167,0.2407407407407407,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Cl)cc1,compounds_normalized.sdf,598.0270000000002,1.9792199999999995,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.2966507177033492,0.355626258821238,0.9506172839506173,0.02,0.3998245161495767,1.0,moderate
X1V11,MurC,0.2105263157894736,0.1957327609166603,0.6025641025641025,CHEMBL199457,7.602059991327962,25.0,CHEMBL4732,E. coli,167,0.2073170731707317,0,0,COc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,362.4360000000001,2.3983,106.67,2,7,5,24,0,0,0,0,0,0,0,0,0,0.20095693779904286,0.257183913148134,0.717948717948718,0.0,0.2724667548788626,1.0,low
X1V19,MurC,0.2692307692307692,0.2147995599470464,0.6571428571428571,CHEMBL271836,4.11,78000.0,CHEMBL4319,S. pneumoniae MurF,167,0.2048192771084337,0,0,N#Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,357.4200000000001,2.26138,121.23,2,7,4,24,0,0,0,0,0,0,0,0,0,0.30769230769230765,0.2995545776601031,0.7959183673469389,0.0,0.3481225533632204,1.0,low
X1V20,MurC,0.2073170731707317,0.1791449114160688,0.647887323943662,CHEMBL271836,4.11,78000.0,CHEMBL4319,S. pneumoniae MurF,167,0.1847826086956521,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cccnc3)sc2c1,compounds_normalized.sdf,333.398,1.7846999999999995,110.33,2,7,4,22,0,0,0,0,0,0,0,0,0,0.19512195121951215,0.22032202536904177,0.7826961770623744,0.0,0.27004590851137267,1.0,low
X1V26,MurC,0.2531645569620253,0.2074468521518149,0.6753246753246753,CHEMBL271836,4.11,78000.0,CHEMBL4319,S. pneumoniae MurF,167,0.2093023255813953,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cc(Cl)ccc3O)sc2c1,compounds_normalized.sdf,382.854,2.748700000000001,117.67,3,7,4,24,0,0,0,0,0,0,0,0,1,0.2784810126582277,0.28321522700403307,0.8218923933209649,0.0,0.3333281720782668,1.0,low
X1V9,MurC,0.2151898734177215,0.1830115593648817,0.6338028169014085,CHEMBL271836,4.11,78000.0,CHEMBL4319,S. pneumoniae MurF,167,0.188235294117647,0,0,Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,346.43700000000007,2.698120000000001,97.44,2,6,4,23,0,0,0,0,0,0,0,0,0,0.20943613348676635,0.22891457636640378,0.7625754527162979,0.0,0.2763330287424288,1.0,low
BI-1,PBP2a,0.1290322580645161,0.1149058813228787,0.5416666666666666,CHEMBL4636498,7.6,25.0,CHEMBL6128,S. aureus PBP2,17,0.1170212765957446,0,0,O=C(CSc1nc2cc(OC(F)F)ccc2[nH]1)Nc1ccccc1,compounds_normalized.sdf,349.3620000000001,3.895100000000002,67.00999999999999,2,4,6,24,0,0,0,0,0,0,0,0,0,0.052785923753665615,0.07756862516195266,0.6309523809523809,0.0,0.14042797531017812,1.0,low
BI-6,PBP2a,0.134020618556701,0.1217855332792159,0.5555555555555556,CHEMBL4636498,7.6,25.0,CHEMBL6128,S. aureus PBP2,17,0.1224489795918367,0,0,Cc1cccc(NC(=O)CSc2nc3cc(OC(F)F)ccc3[nH]2)c1,compounds_normalized.sdf,363.389,4.203520000000002,67.01,2,4,6,25,0,0,0,0,0,0,0,0,0,0.06185567010309271,0.09285674062047977,0.6507936507936509,0.0,0.1517610678257139,1.0,low
OX-11,PBP2a,0.125,0.1069311001835273,0.5632183908045977,CHEMBL121924,4.82,15000.0,CHEMBL2549,S. aureus PBP4,17,0.1067961165048543,0,0,Cc1cccc(C)c1NC(=O)CSc1nnc(Cn2c(=O)c3c(ncn3C)n(C)c2=O)o1,compounds_normalized.sdf,455.50000000000017,1.21264,129.84,1,8,6,32,0,0,0,0,0,0,0,0,0,0.04545454545454544,0.05984688929672734,0.6617405582922825,0.0,0.13695007879529691,1.0,low
T2Z14,PBP2a,0.131578947368421,0.1256880733944954,0.6046511627906976,CHEMBL4745239,5.55,2800.0,CHEMBL6128,S. aureus PBP2,17,0.128440366972477,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Br)cc1,compounds_normalized.sdf,642.4780000000003,2.0883199999999986,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.0574162679425836,0.10152905198776753,0.7209302325581396,0.0,0.1622299318519546,1.0,low
T2Z5,PBP2a,0.1538461538461538,0.1469597069597069,0.5747126436781609,CHEMBL4743698,5.7,2000.0,CHEMBL6128,S. aureus PBP2,17,0.1523809523809524,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Br)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,541.3910000000003,1.7226999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.09790209790209779,0.14879934879934864,0.67816091954023,0.0,0.18787502408192056,1.0,low
T2Z6,PBP2a,0.1428571428571428,0.1361185983827493,0.5747126436781609,CHEMBL4743698,5.7,2000.0,CHEMBL6128,S. aureus PBP2,17,0.1415094339622641,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Cl)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,496.9400000000003,1.6135999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.0779220779220778,0.12470799640610958,0.67816091954023,0.0,0.1718621759936008,1.0,low
T2Z9,PBP2a,0.128440366972477,0.1178619864379736,0.6046511627906976,CHEMBL121924,4.82,15000.0,CHEMBL2549,S. aureus PBP4,17,0.1217391304347826,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Cl)cc1,compounds_normalized.sdf,598.0270000000002,1.9792199999999995,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.05170975813177633,0.08413774763994133,0.7209302325581396,0.0,0.15502885085959445,1.0,low
X1V11,PBP2a,0.1149425287356321,0.106074984485779,0.4545454545454545,CHEMBL4634860,5.92,1200.0,CHEMBL6128,S. aureus PBP2,17,0.1098901098901098,0,0,COc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,362.4360000000001,2.3983,106.67,2,7,5,24,0,0,0,0,0,0,0,0,0,0.02716823406478562,0.05794440996839777,0.5064935064935064,0.0,0.1040442454985182,1.0,low
X1V19,PBP2a,0.108695652173913,0.1017113783533765,0.4096385542168674,CHEMBL4776103,5.7,2000.0,CHEMBL6128,S. aureus PBP2,17,0.1063829787234042,0,0,N#Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,357.4200000000001,2.26138,121.23,2,7,4,24,0,0,0,0,0,0,0,0,0,0.015810276679841806,0.04824750745194777,0.442340791738382,0.0,0.08631813396366514,1.0,low
X1V20,PBP2a,0.127906976744186,0.1060911404762734,0.4216867469879518,CHEMBL4634860,5.92,1200.0,CHEMBL6128,S. aureus PBP2,17,0.1034482758620689,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cccnc3)sc2c1,compounds_normalized.sdf,333.398,1.7846999999999995,110.33,2,7,4,22,0,0,0,0,0,0,0,0,0,0.0507399577167018,0.05798031216949643,0.45955249569707396,0.0,0.1087979312552861,1.0,low
X1V26,PBP2a,0.0909090909090909,0.0856071351816032,0.4777777777777778,CHEMBL332565,4.85,14000.0,CHEMBL2549,S. aureus PBP4,17,0.0909090909090909,0,0,NS(=O)(=O)c1ccc2nc(N/N=C/c3cc(Cl)ccc3O)sc2c1,compounds_normalized.sdf,382.854,2.748700000000001,117.67,3,7,4,24,0,0,0,0,0,0,0,0,1,0.0,0.012460300403562675,0.5396825396825397,0.0,0.08406745605327161,1.0,low
X1V9,PBP2a,0.119047619047619,0.1033072105246593,0.4268292682926829,CHEMBL4634860,5.92,1200.0,CHEMBL6128,S. aureus PBP2,17,0.1011235955056179,0,0,Cc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,346.43700000000007,2.698120000000001,97.44,2,6,4,23,0,0,0,0,0,0,0,0,0,0.034632034632034535,0.05179380116590955,0.46689895470383275,0.0,0.10029931081306956,1.0,low
BI-1,TopoIV,0.2289156626506024,0.2109827454353726,0.625,CHEMBL4793192,6.54,290.0,CHEMBL3038508,S. aureus complex,190,0.2125,0,0,O=C(CSc1nc2cc(OC(F)F)ccc2[nH]1)Nc1ccccc1,compounds_normalized.sdf,349.3620000000001,3.895100000000002,67.00999999999999,2,4,6,24,0,0,0,0,0,0,0,0,0,0.23439211391018613,0.2910727676341613,0.7500000000000001,0.0,0.30246424886363343,1.0,low
BI-6,TopoIV,0.2588235294117647,0.2251676353477699,0.6388888888888888,CHEMBL4793192,6.54,290.0,CHEMBL3038508,S. aureus complex,190,0.2289156626506024,0,0,Cc1cccc(NC(=O)CSc2nc3cc(OC(F)F)ccc3[nH]2)c1,compounds_normalized.sdf,363.389,4.203520000000002,67.01,2,4,6,25,0,0,0,0,0,0,0,0,0,0.28877005347593576,0.3225947452172664,0.7698412698412699,0.0,0.340509903518475,1.0,low
OX-11,TopoIV,0.1826923076923076,0.1698572647879166,0.7011494252873564,CHEMBL4465692,5.51,3100.0,CHEMBL1895,E. coli ParC,190,0.174757281553398,0,0,Cc1cccc(C)c1NC(=O)CSc1nnc(Cn2c(=O)c3c(ncn3C)n(C)c2=O)o1,compounds_normalized.sdf,455.50000000000017,1.21264,129.84,1,8,6,32,0,0,0,0,0,0,0,0,0,0.15034965034965014,0.19968281063981466,0.8587848932676521,0.0,0.2539132618249266,1.0,low
T2Z14,TopoIV,0.1491228070175438,0.1401637568497515,0.6451612903225806,CHEMBL95778,7.795880017344075,16.0,CHEMBL1895,E. coli ParC,190,0.1428571428571428,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Br)cc1,compounds_normalized.sdf,642.4780000000003,2.0883199999999986,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.08931419457735233,0.1336972374438922,0.7788018433179724,0.02,0.21490168314734506,1.0,low
T2Z5,TopoIV,0.1623931623931624,0.1572009013798053,0.6888888888888889,CHEMBL4294536,6.4,400.0,CHEMBL3329081,E. coli ParE,190,0.1610169491525423,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Br)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,541.3910000000003,1.7226999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.11344211344211344,0.17155755862178956,0.8412698412698414,0.02,0.2458009225669803,1.0,low
T2Z6,TopoIV,0.1623931623931624,0.1590256732833173,0.6888888888888889,CHEMBL4294536,6.4,400.0,CHEMBL3329081,E. coli ParE,190,0.1610169491525423,0,0,Cn1cnc2c1c(=O)n(CC(=O)N/N=C/c1c(-c3ccc(Cl)cc3)nc3sccn13)c(=O)n2C,compounds_normalized.sdf,496.9400000000003,1.6135999999999988,120.58,1,7,5,34,0,0,0,0,0,1,0,0,1,0.11344211344211344,0.17561260729626063,0.8412698412698414,0.02,0.2468146847355981,1.0,low
T2Z9,TopoIV,0.1909090909090909,0.1615170174652933,0.6451612903225806,CHEMBL95778,7.795880017344075,16.0,CHEMBL1895,E. coli ParC,190,0.1551724137931034,0,0,Cc1c(-c2nn(-c3ccccc3)cc2/C=N/NC(=O)Cn2c(=O)c3c(ncn3C)n(C)c2=O)nnn1-c1ccc(Cl)cc1,compounds_normalized.sdf,598.0270000000002,1.9792199999999995,151.81,1,8,7,43,0,0,0,0,0,1,0,0,1,0.16528925619834706,0.18114892770065175,0.7788018433179724,0.02,0.26475213652203233,1.0,low
X1V11,TopoIV,0.25,0.2334712872015598,0.5978260869565217,CHEMBL4792402,5.8,1600.0,CHEMBL3038508,S. aureus complex,190,0.2439024390243902,0,0,COc1ccc(/C=N/Nc2nc3ccc(S(N)(=O)=O)cc3s2)cc1,compounds_normalized.sdf,362.4360000000001,2.3983,106.67,2,7,5,24,0,0,0,0,0,0,0,0,0,0.2727272727272727,0.3410473048923551,0.7111801242236025,0.0,0.3283024812202655,1.0,low
